sr_no,date_of_complaint,complaint_number,complainant_name_org,category_of_complaint,complaint,place_of_incident,violation_of_law,action_initiated,status,date_of_action_taken,state_id,page,ai_animal_type,ai_dog_type,ai_complaint_type
60,15/07/2025,9-3/2025-26/2049/PCA,-,-,"To, The Chairperson Animal Welfare Board of India  A Wing, 4th Floor NALSA Bhawan, Moti Bagh Institutional Area New Delhi 110017 Subject: Soul wrenching Complaint under Prevention of Cruelty to Animals Act, 1960: Demand for Strict Action in Vrindavan Case of Labradors Death by Suffocation Dear Sir /Madam, I am writing in deep anguish and moral outrage over an appalling case of animal cruelty that unfolded in Vrindavan on July 8, 2025. A five year old Labrador, innocent, trusting, and under the care of its owners for five years, was mercilessly left locked in a centrally sealed vehicle near Shriyad Hospital while the couple went for temple darshan. Despite pleas from astonished witnesses and the efforts of bystanders who called a mechanic, the dog perished from suffocation under the scorching sun lokmattimes.com This is not mere negligence, it is moral bankruptcy. 1. Heart Breaking Incident The dog was left unattended in a locked car with windows rolled fully up in mid day heat, its tongue was protruding, chest heaving, then lifeless. Bystanders observed it gasp for 90 minutes before attempts to rescue it republicworld.com. Locals tried to warn the owners, and someone dutifully called a mechanic to unlock the vehicle: but all intervention arrived too late, and the family returned only to find their pet already gone . 2. Legal Violations : A Grim Portrait of Criminal Cruelty Under the Prevention of Cruelty to Animals Act, 1960: Sec. 11 1h and i : Locking an animal in a manner causing suffering. Sec. 11 1A : Abandonment. Sec. 27 1 : Transportation causing avoidable suffering. Sec. 12 : Cruelty by reckless negligence. This isnt oversight : it is a reckless, inexcusable breach of the duty we owe to sentient beings in our care. 3. Supporting Evidence Witness Testimonies: Multiple onlookers confirm that beggars of mercy were ignored when they advised the owners against locking the dog in the car. Viral Video: Visual proof of the dogs distress, clearly showing its last breaths gasping within the sealed cabin hindustantimes.com, news9live.com, lokmattimes.com. Postmortem Report: Required to clinically establish suffocation and heat stroke. Location and Timing: Near Shriyad Hospital, Vrindavan, mid afternoon sun, July 8, 2025. 4. Urgent Relief and Action Required I implore AWBI to treat this not as a passive complaint, but as a moral imperative. Please ensure: 1. Immediate seizure of the centrally locked vehicle and investigation into the owners failure to act. 2. Prompt statements from eyewitnesses under Section 161 CrPC : especially those who pleaded for mercy. 3. Filing of strict animal cruelty charges under IPC and PCA Act, including aggravated penalties for reckless disregard. 4. Thorough medical examination of any other animals under their care. 5. Imposition of maximum penalties : including fines, legal disqualification from owning animals, and mandatory animal welfare training. 6. Community safety mandate for ride hailing and parking operators in Vrindavan, Mathura : no pet should ever be locked unattended again. 7. Public transparency: Regular updates on case progress, investigation actions, and legal outcomes. 5. Moral and Public Appeal This tragic event has shaken the humane fabric of our community. A once faithful companion, treated as simply inconvenient. This is the face of callous disregard, and it must never be tolerated again. I urge AWBI to issue a powerful, nationwide statement warning that such cruelty will not go unpunished and that our legal protections for animals remain robust and uncompromising. Declaration: I hereby affirm that all information provided is true to the best of my knowledge, based on credible evidence including video footage. Demand: I request formal acknowledgment of this complaint, written updates within 15 days, and visible enforcement actions by AWBI and allied authorities. Let this case stand as a clarion call, lest we forget that responsibility toward animals is sacred, and neglect that causes death is criminal. Yours sincerely, 
Nandini Rathore",Near shriyad hospital,-,-,-,16/07/2025,35,1,dog,pet,harm_or_threat_to_dogs
61,14/07/2025,9-3/2025-26/2043/PCA,NAGAR NIGAM AYODHYA,-,"Subject: Complaint regarding no action taken till today dated 14/07/2025 on the incidents of untimely death in Kanha Gaushala operated by Municipal Corporation Ayodhya.

It is humbly requested that on 30/06/2025, information about the untimely death of many cows in Kanha Gaushala operated by Ayodhya Municipal Corporation was received through social media and news media. Regarding this serious matter, I and other social organizations and citizens together submitted a memorandum to the Municipal Corporation, a copy of which is attached.

Our demands included that action should be taken against the culprits, the report of dead cows should be made public, CCTV footage should be investigated, and a monitoring committee should be formed to prevent such incidents in future.

But it is very regrettable that till today dated 14/07/2025, neither any action has been taken nor any public notice has been given regarding any demand. From this it appears that the concerned department is ignoring this serious incident of animal cruelty.

You are humbly requested to immediately intervene in this matter and seek answers from Ayodhya Municipal Corporation and the concerned officials, and ensure justice for the dead animals.",Kanha basing gaushala Ayodhya,-,-,-,21/07/2025,35,1,cow,Not Applicable,Not Applicable
62,11/07/2025,9-3/2025-26/2033/PCA,Ayodhya Nagar Nigam,-,"I am Pragya Gupta, an animal rights activist . I am attached pdf in which my complaint is in detail so that you can find the current sitution of all animals in ayodhya district. waiting for your early response in Injured mule case.",Ayodhya,-,-,-,22/10/2025,35,1,unclear,Not Applicable,Not Applicable
63,10/07/2025,9-3/2025-26/2026/PCA,Alok Pandey,-,"We are the appointed Facility Management Agency responsible for the upkeep and operations of Supernova Residential Society, Sector 94, Noida, Uttar Pradesh.

We wish to bring to your urgent attention a serious and alarming incident of animal cruelty that occurred within the premises of the society. It has come to our knowledge, through residents and staff members, that Mr. Alok Pandey, a Board Manager associated with the Apartment Owners Association has been involved in the illegal trapping and suspected killing of a monkey that had entered the society premises. The manner in which this incident has been carried out is not only unlawful but also inhumane and against the ethos of a civil society. No due procedure was followed, nor was any intimation given to Forest or Animal Welfare authorities for proper rescue. As the managing agency, we strongly condemn this act and believe that such behavior from an AOA representative is not only unacceptable but merits strict legal and administrative action. In addition to the inhumane and unlawful nature of this act, we regret to inform you that the AOA is now actively attempting to delay any internal or external investigation into the matter. It has come to our notice that this delay appears to be intentional, with the possible motive of allowing critical cctv footage available within the society security system to be automatically deleted or overwritten due to standard backup cycle limits upto 15 days.","Supernova AOA office, Basement 2, Sector 94, Noida",-,-,-,21/07/2025,35,1,unclear,Not Applicable,Not Applicable
64,09/07/2025,9-3/2025-26/2020/PCA,-,-,"To,
The Chairperson Animal Welfare Board of India 
A Wing, 
4th Floor NALSA Bhawan, 
Moti Bagh Institutional Area
New Delhi 110017
Subject: Soul wrenching Complaint under Prevention of Cruelty to Animals Act, 1960: Demand for Strict Action in Vrindavan Case of Labradors Death by Suffocation

Dear Sir /Madam,
I am writing in deep anguish and moral outrage over an appalling case of animal cruelty that unfolded in Vrindavan on July 8, 2025. A five year old Labrador, innocent, trusting, and under the care of its owners for five years, was mercilessly left locked in a centrally sealed vehicle near Shriyad Hospital while the couple went for temple darshan. Despite pleas from astonished witnesses and the efforts of bystanders who called a mechanic, the dog perished from suffocation under the scorching sun lokmattimes.com 
This is not mere negligence, it is moral bankruptcy.

1. Heart Breaking Incident
The dog was left unattended in a locked car with windows rolled fully up in mid day heat, its tongue was protruding, chest heaving, then lifeless. Bystanders observed it gasp for 90 minutes before attempts to rescue it republicworld.com.
Locals tried to warn the owners, and someone dutifully called a mechanic to unlock the vehicle: but all intervention arrived too late, and the family returned only to find their pet already gone .

2. Legal Violations : A Grim Portrait of Criminal Cruelty

Under the Prevention of Cruelty to Animals Act, 1960:
 Sec. 11 1h and i : Locking an animal in a manner causing suffering.
 Sec. 11 1A :  Abandonment.
 Sec. 27 1 : Transportation causing avoidable suffering.
Sec. 12 : Cruelty by reckless negligence. This isnt oversight : it is a reckless, inexcusable breach of the duty we owe to sentient beings in our care.

3. Supporting Evidence

Witness Testimonies: Multiple onlookers confirm that beggars of mercy were ignored when they advised the owners against locking the dog in the car.

Viral Video: Visual proof of the dogs distress, clearly showing its last breaths gasping within the sealed cabin hindustantimes.com, news9live.com, lokmattimes.com.

Postmortem Report: Required to clinically establish suffocation and heat stroke.

Location and Timing: Near Shriyad Hospital, Vrindavan, mid afternoon sun, July 8, 2025.

4. Urgent Relief and Action Required

I implore AWBI to treat this not as a passive complaint, but as a moral imperative. Please ensure:

1. Immediate seizure of the centrally locked vehicle and investigation into the owners failure to act.

2. Prompt statements from eyewitnesses under Section 161 CrPC : especially those who pleaded for mercy.

3. Filing of strict animal cruelty charges under IPC and PCA Act, including aggravated penalties for reckless disregard.

4. Thorough medical examination of any other animals under their care.

5. Imposition of maximum penalties : including fines, legal disqualification from owning animals, and mandatory animal welfare training.

6. Community safety mandate for ride hailing and parking operators in Vrindavan, Mathura : no pet should ever be locked unattended again.

7. Public transparency: Regular updates on case progress, investigation actions, and legal outcomes.

5. Moral and Public Appeal
This tragic event has shaken the humane fabric of our community. A once faithful companion, treated as simply inconvenient. This is the face of callous disregard, and it must never be tolerated again. I urge AWBI to issue a powerful, nationwide statement warning that such cruelty will not go unpunished and that our legal protections for animals remain robust and uncompromising.

Declaration: I hereby affirm that all information provided is true to the best of my knowledge, based on credible evidence including video footage.

Demand: I request formal acknowledgment of this complaint, written updates within 15 days, and visible enforcement actions by AWBI and allied authorities.

Let this case stand as a clarion call, lest we forget that responsibility toward animals is sacred, and neglect that causes death is criminal.

Yours sincerely, 
Niharika Rathor 
Date: 9 July 2025 
Place: Jaipur, Rajasthan

This complaint is a human voice for the voiceless. Let justice and awareness be swift and unyielding.",-,-,-,-,16/07/2025,35,1,dog,pet,harm_or_threat_to_dogs
65,04/07/2025,9-3/2025-26/1997/PCA,Rajveer Singh,-,"A man named Rajveer Singh open fired 5 bullets on a dog just because the dog was excreting poop in front of his house. The man accepted his crime and made excuses that the dog was charging towards him that is why he killed the dog with 5 bullets.
The residents of the colony stated that the dog was friendly and never harmed anyone in the past. The man should be punished accordingly.
I am attaching the link of the video in this box https://youtu.be/Fv3IGCtBRr8?si=kzLjW9zcdLa05Avh
Kindly look into it and do the justice.",Savitri Enclave near Walia Hotel Najibabad Bijnor Uttar Pradesh 246763,-,-,-,14/07/2025,35,1,dog,unclear,harm_or_threat_to_dogs
66,26/06/2025,9-3/2025-26/1965/PCA,-,-,"Our society is totally becoming hostile to Stray dogs inside the society premises, some people created a ruckus around feeding of strays inside premises, so now they have created a small feeding outside society premises. But it did not stop there, I was feeding 4 pups and 2 adult dogs near the under construction part of the society, these pups are now 5 month old, one of them was killed by society people by cruelly thrashing it saying it has bitten multiple people. I had fed this dog even one night before the incident, he was scared and attacked the other dogs but he did not attack me, this could have happened only because somebody might have hurt it before and not because he randomly got rabies or become mad. The society people is not even happy with this they are hurting the other strays as well, yesterday i found one dog limping and another with some bruises and tears rolling down. These people will not stop until they throw all these dogs out or just kill them. They have raised multiple FIRs against dogs and dog feeders but nobody is there to protect the animal rights. 

I am writing this as I am feeling helpless, I need some support to either relocate this dog to a nearby place where I can peacefully feed and protect them. I want to do something for strays, i do not need monetary help but is there a possibility i can get some plot or shelter allocated around this area and some help in relocating these dogs. I can take care of their food and vaccinations. 

Please let me know what are the possibilities and how i can create a change and give these dogs a happy place to survive. 

Thank you, 
Wyendrila Roy","Flat 2301, Tower 25, Lotus panache apartments",-,-,-,14/07/2025,35,1,dog,stray,harm_or_threat_to_dogs_and_feeders
67,25/06/2025,9-3/2025-26/1960/PCA,Raju,-,This fellow sexually abuses stray female dogs as well as calves and has kept 3-4 female dogs inside his house that he is routinely sexually abusing. He is extremely violent and aggressive and on being asked to not sexually abuse animals threatens to lodge a false complaint against the Prevention of atrocities act against SC/STs thus no neighbor is in a position to formally complain against him as he has even beaten up people who tried to save a female dog. He has so much clout that he is living in a totally illegally made house on defence land but no authority can take action and thus inside the said premises he carries out these cruel acts with impunity. I had filed a police complaint but no action has been taken till date rather am being asked to provide video clip. So I am meant to stand on the roadside without making any noise at 1-2 a.m and record him sodomizing dogs. I had filed an earlier application with AWBI 9-3/2025-26/1891/PCA that I withdrew as the perp had provided a false identity. Copy of application given to the police is annexed to this complaint. His sexual assaults are still continuing.,"Near aanganbadi, Raaj Mohalla R.A Bazar, P.S lalkurti Meerut Cantonment",-,-,-,22/10/2025,35,1,dog,stray,harm_or_threat_to_dogs
68,24/06/2025,9-3/2025-26/1952/PCA,Dr Rishi Raaj Solanki,-,"He mistreated my dog, locked him into basement.",-,-,-,-,14/07/2025,35,1,dog,pet,Not Applicable
69,23/06/2025,9-3/2025-26/1948/PCA,-,-,"Ek dog car ke upper so raha tha, to uska owner aaya aur us dog ko bhaut tez se maara aur dog ke todhi injury bhi ho gyi hai, aapse nivedan hai ki is matter ko sangyan mein lein aur is par karyawahi karne ki kripa karein. Gaadi ka number UP16BZ8585 hai aur gaadi no parking zone me khati thi","Jain Mandir Chowk, Lamba Galiyara Dankaur",-,-,-,22/10/2025,35,1,dog,pet,harm_or_threat_to_dogs
70,11/06/2025,9-3/2025-26/1898/PCA,Mahendra Kumar,-,"Street dog was killed by my neighbour Mahendra Kumar urf mangal 
I have a video attachment with this complaint 
Take action as soon as possible",48/8 Shuturkhana Near Iswar saran degree college Prayagraj 211004,-,-,-,14/07/2025,35,1,dog,stray,harm_or_threat_to_dogs
71,04/06/2025,9-3/2025-26/1867/PCA,-,-,Dog relocation,Super tech eco village 2,-,-,-,14/07/2025,35,1,dog,stray,harm_or_threat_to_dogs
72,03/06/2025,9-3/2025-26/1859/PCA,-,-,"The car driver killed the puppy playing near his car while parking, and left it to die. The dog kept crying and eventually died. I came to know about this in the evening when the pup had already died. The car number is attached in the supporting document.",185 civil lines jail road bareilly,-,-,-,14/07/2025,35,1,dog,unclear,harm_or_threat_to_dogs
